booking_id,date,slot_time,customer_id,crew_id,zone,area,lat,lng,slot_type,items,vehicle_size,list_price,total_price,is_weekend,status
B014926,2024-10-18,10:30,U02376,C04,west,Sector 14,28.47289,77.02962,subscription,subscription,hatchback,299.0,299.0,0,completed
B014927,2024-10-18,14:30,U00161,C06,west,New Gurgaon,28.42008,76.98148,subscription,subscription,suv,299.0,299.0,0,completed
B014928,2024-10-18,10:00,U01592,C08,west,New Gurgaon,28.42237,77.0027,subscription,subscription|engine_bay,sedan,299.0,649.0,0,no_show
B014929,2024-10-18,10:00,U00303,C04,north,Udyog Vihar,28.51491,77.0727,subscription,subscription,sedan,299.0,299.0,0,completed
B014930,2024-10-18,08:00,U00322,C06,west,Palam Vihar,28.53108,77.04397,subscription,subscription|wax_polish|tyre_dressing,suv,299.0,798.0,0,completed
B014931,2024-10-18,10:00,U01975,C05,south,Manesar,28.38255,76.92954,subscription,subscription,suv,299.0,299.0,0,completed
B014932,2024-10-18,10:30,U00403,C01,north,DLF Phase 3,28.48639,77.10009,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B014933,2024-10-18,10:00,U02580,C05,north,Cyber Hub,28.48638,77.09677,subscription,subscription,hatchback,299.0,299.0,0,completed
B014934,2024-10-18,10:30,U00130,C03,south,Sohna Road,28.40001,77.01664,subscription,subscription|interior_clean|wax_polish|tyre_dressing,suv,299.0,1048.0,0,completed
B014935,2024-10-18,09:00,U01303,C05,east,Sector 56,28.41282,77.08931,subscription,subscription|interior_clean,hatchback,299.0,549.0,0,completed
B014936,2024-10-18,09:30,U02047,C01,west,Palam Vihar,28.52164,77.03834,exterior_plus,exterior_plus,sedan,499.0,499.0,0,completed
B014937,2024-10-18,16:00,U01808,C11,east,Sector 56,28.43331,77.08639,subscription,subscription|wax_polish|tyre_dressing,hatchback,299.0,798.0,0,completed
B014938,2024-10-18,17:00,U01079,C03,north,Udyog Vihar,28.5048,77.08257,subscription,subscription|interior_clean|tyre_dressing,hatchback,299.0,648.0,0,completed
B014939,2024-10-18,09:30,U01267,C05,north,Cyber Hub,28.4825,77.08084,subscription,subscription,sedan,299.0,299.0,0,completed
B014940,2024-10-19,16:30,U00765,C10,west,Sector 14,28.49444,77.0139,subscription,subscription,sedan,299.0,299.0,1,completed
B014941,2024-10-19,17:30,U01780,C06,north,Cyber Hub,28.48304,77.10184,subscription,subscription|interior_clean|tyre_dressing|engine_bay,suv,299.0,998.0,1,completed
B014942,2024-10-19,09:30,U00337,C03,north,Udyog Vihar,28.49825,77.08507,exterior,exterior|interior_clean|wax_polish,sedan,401.0,1051.0,1,completed
B014943,2024-10-19,17:30,U02269,C08,east,Sector 56,28.42554,77.11272,subscription,subscription|interior_clean|tyre_dressing,hatchback,299.0,648.0,1,completed
B014944,2024-10-19,09:00,U02400,C07,west,New Gurgaon,28.4209,76.99611,exterior,exterior|engine_bay,hatchback,401.0,751.0,1,completed
B014945,2024-10-19,12:00,U01115,C02,west,Sector 14,28.4777,77.02499,full_detail,full_detail,hatchback,1249.0,1249.0,1,completed
B014946,2024-10-19,17:30,U00578,C02,west,Sector 14,28.48896,77.03586,exterior_plus,exterior_plus|wax_polish|engine_bay,sedan,599.0,1349.0,1,completed
B014947,2024-10-19,08:00,U01570,C05,west,New Gurgaon,28.40088,76.99287,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B014948,2024-10-19,12:00,U02519,C04,west,Palam Vihar,28.52994,77.02975,exterior,exterior,suv,401.0,401.0,1,completed
B014949,2024-10-19,18:30,U01914,C10,north,Cyber Hub,28.51652,77.08545,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B014950,2024-10-19,17:00,U00505,C10,south,Sohna Road,28.39462,77.03762,exterior_plus,exterior_plus,hatchback,599.0,599.0,1,completed
B014951,2024-10-19,10:00,U00283,C08,north,Udyog Vihar,28.52559,77.06416,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B014952,2024-10-19,11:00,U01141,C07,north,Udyog Vihar,28.48941,77.09298,interior,interior|interior_clean|tyre_dressing,sedan,439.0,788.0,1,completed
B014953,2024-10-19,12:30,U00567,C05,south,Sohna Road,28.4216,77.03391,exterior,exterior|interior_clean|wax_polish,sedan,401.0,1051.0,1,completed
B014954,2024-10-19,12:30,U00488,C04,south,Manesar,28.35438,76.92415,full_detail,full_detail|interior_clean|tyre_dressing,suv,1249.0,1598.0,1,completed
B014955,2024-10-19,17:00,U02434,C07,north,DLF Phase 3,28.48983,77.09539,subscription,subscription|wax_polish|tyre_dressing,hatchback,299.0,798.0,1,completed
B014956,2024-10-19,16:00,U01644,C02,north,DLF Phase 3,28.49859,77.10497,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B014957,2024-10-19,17:30,U00378,C11,north,Udyog Vihar,28.48761,77.09865,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B014958,2024-10-19,15:30,U01342,C01,north,DLF Phase 3,28.49704,77.09541,exterior,exterior|interior_clean|wax_polish,sedan,401.0,1051.0,1,completed
B014959,2024-10-19,10:00,U00574,C11,north,Udyog Vihar,28.50042,77.08146,subscription,subscription|interior_clean|wax_polish,hatchback,299.0,949.0,1,completed
B014960,2024-10-19,09:30,U01458,C10,north,Cyber Hub,28.49597,77.11104,subscription,subscription,suv,299.0,299.0,1,no_show
B014961,2024-10-19,09:30,U01002,C10,north,Golf Course Road,28.44113,77.0998,subscription,subscription|wax_polish,sedan,299.0,699.0,1,completed
B014962,2024-10-19,08:00,U01333,C03,north,Udyog Vihar,28.5065,77.09056,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B014963,2024-10-19,14:30,U01862,C02,south,Sohna Road,28.41102,77.0169,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B014964,2024-10-19,11:00,U00037,C06,north,Cyber Hub,28.51032,77.09092,subscription,subscription|interior_clean|wax_polish|tyre_dressing,sedan,299.0,1048.0,1,completed
B014965,2024-10-19,12:30,U00325,C03,west,Sector 14,28.47616,77.02561,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B014966,2024-10-19,11:30,U00981,C06,west,New Gurgaon,28.4012,77.00275,subscription,subscription|interior_clean|tyre_dressing,hatchback,299.0,648.0,1,completed
B014967,2024-10-19,08:30,U00451,C07,west,Palam Vihar,28.50598,77.05259,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,1,completed
B014968,2024-10-19,08:30,U02600,C08,south,Sohna Road,28.39759,77.04765,subscription,subscription|engine_bay,sedan,299.0,649.0,1,completed
B014969,2024-10-19,13:30,U00157,C10,north,Udyog Vihar,28.50412,77.08179,full_detail,full_detail|wax_polish|engine_bay,sedan,1249.0,1999.0,1,no_show
B014970,2024-10-19,12:00,U00504,C03,north,Cyber Hub,28.52061,77.09454,subscription,subscription|wax_polish,suv,299.0,699.0,1,completed
B014971,2024-10-19,10:30,U00470,C06,north,DLF Phase 3,28.48688,77.07585,exterior,exterior|wax_polish,sedan,401.0,801.0,1,completed
B014972,2024-10-19,17:00,U02476,C10,north,DLF Phase 3,28.49438,77.10173,subscription,subscription|interior_clean|tyre_dressing,sedan,299.0,648.0,1,completed
B014973,2024-10-19,08:30,U01440,C06,south,Manesar,28.34373,76.93951,subscription,subscription|wax_polish,hatchback,299.0,699.0,1,completed
B014974,2024-10-19,09:30,U00330,C10,east,Sector 56,28.43116,77.10206,subscription,subscription|wax_polish,hatchback,299.0,699.0,1,completed
B014975,2024-10-19,08:00,U00796,C03,west,Palam Vihar,28.5075,77.04735,exterior,exterior|interior_clean|tyre_dressing,hatchback,401.0,750.0,1,completed
B014976,2024-10-19,08:00,U00797,C02,south,Sohna Road,28.39865,77.01118,exterior,exterior|pet_hair,hatchback,401.0,551.0,1,completed
B014977,2024-10-19,16:30,U01590,C09,north,Cyber Hub,28.47858,77.0998,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B014978,2024-10-19,16:00,U01736,C07,north,Cyber Hub,28.49963,77.08884,interior,interior|interior_clean,sedan,439.0,689.0,1,completed
B014979,2024-10-19,10:30,U01200,C02,north,Cyber Hub,28.47637,77.09511,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B014980,2024-10-19,10:30,U02129,C11,north,Cyber Hub,28.50614,77.0825,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B014981,2024-10-19,17:00,U02385,C08,north,Golf Course Road,28.44012,77.11041,exterior,exterior|interior_clean,sedan,401.0,651.0,1,completed
B014982,2024-10-19,10:00,U02390,C11,north,Udyog Vihar,28.52279,77.09426,full_detail,full_detail|interior_clean|tyre_dressing,sedan,1249.0,1598.0,1,no_show
B014983,2024-10-19,09:30,U01650,C05,east,Sector 56,28.41937,77.10015,full_detail,full_detail|interior_clean,suv,1249.0,1499.0,1,completed
B014984,2024-10-19,08:00,U02379,C06,north,Cyber Hub,28.48535,77.08126,subscription,subscription|wax_polish,suv,299.0,699.0,1,completed
B014985,2024-10-19,08:00,U00196,C10,north,DLF Phase 3,28.49195,77.10923,subscription,subscription|interior_clean|engine_bay,suv,299.0,899.0,1,completed
B014986,2024-10-19,09:30,U00856,C10,south,Manesar,28.35017,76.94313,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B014987,2024-10-19,09:00,U01533,C11,south,Sohna Road,28.40751,77.01729,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B014988,2024-10-19,15:30,U01372,C11,north,Cyber Hub,28.49312,77.10194,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B014989,2024-10-19,13:00,U02455,C10,north,Golf Course Road,28.43247,77.10357,subscription,subscription,sedan,299.0,299.0,1,no_show
B014990,2024-10-19,08:00,U00341,C10,south,Manesar,28.36269,76.92212,full_detail,full_detail|wax_polish|pet_hair,hatchback,1249.0,1799.0,1,completed
B014991,2024-10-19,11:30,U00783,C11,west,New Gurgaon,28.43909,76.98843,subscription,subscription|tyre_dressing|pet_hair,suv,299.0,548.0,1,no_show
B014992,2024-10-19,14:00,U00170,C11,west,New Gurgaon,28.42374,76.98701,subscription,subscription|pet_hair,sedan,299.0,449.0,1,completed
B014993,2024-10-19,14:30,U01103,C03,west,Palam Vihar,28.52476,77.043,subscription,subscription|wax_polish|tyre_dressing|pet_hair,hatchback,299.0,948.0,1,completed
B014994,2024-10-19,17:00,U01451,C06,north,Cyber Hub,28.49187,77.11672,exterior,exterior|pet_hair,hatchback,401.0,551.0,1,completed
B014995,2024-10-19,13:00,U00931,C10,south,Sohna Road,28.40277,77.03411,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B014996,2024-10-19,16:30,U02512,C07,south,Sohna Road,28.40592,77.03892,interior,interior|interior_clean,sedan,439.0,689.0,1,completed
B014997,2024-10-19,15:30,U01419,C01,north,Cyber Hub,28.482,77.07805,exterior,exterior,suv,401.0,401.0,1,completed
B014998,2024-10-19,17:30,U02086,C05,north,Udyog Vihar,28.50553,77.10349,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B014999,2024-10-19,08:00,U00748,C06,south,Manesar,28.34302,76.94962,interior,interior,sedan,439.0,439.0,1,completed
B015000,2024-10-19,09:00,U01702,C08,south,Manesar,28.37309,76.93947,subscription,subscription|interior_clean|tyre_dressing,suv,299.0,648.0,1,completed
B015001,2024-10-19,15:00,U00037,C06,north,Cyber Hub,28.51032,77.09092,subscription,subscription|wax_polish,sedan,299.0,699.0,1,completed
B015002,2024-10-19,16:00,U00025,C07,north,Cyber Hub,28.48626,77.06311,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B015003,2024-10-19,16:30,U00523,C01,north,Cyber Hub,28.48905,77.09497,full_detail,full_detail|tyre_dressing,hatchback,1249.0,1348.0,1,completed
B015004,2024-10-19,11:00,U01516,C04,west,Palam Vihar,28.51882,77.04791,subscription,subscription|wax_polish,hatchback,299.0,699.0,1,completed
B015005,2024-10-19,15:00,U02255,C02,north,Golf Course Road,28.44736,77.10519,exterior_plus,exterior_plus|tyre_dressing,sedan,599.0,698.0,1,completed
B015006,2024-10-19,18:00,U02444,C08,east,Sector 56,28.4355,77.10342,subscription,subscription,sedan,299.0,299.0,1,completed
B015007,2024-10-19,16:30,U01744,C09,south,Manesar,28.36482,76.9236,subscription,subscription|interior_clean|tyre_dressing,suv,299.0,648.0,1,completed
B015008,2024-10-19,09:30,U01817,C07,north,Cyber Hub,28.49167,77.11137,exterior_plus,exterior_plus,hatchback,599.0,599.0,1,completed
B015009,2024-10-19,18:30,U02216,C10,north,Golf Course Road,28.45907,77.07712,exterior,exterior,suv,401.0,401.0,1,completed
B015010,2024-10-19,11:00,U01968,C03,west,Palam Vihar,28.5237,77.03539,subscription,subscription,hatchback,299.0,299.0,1,completed
B015011,2024-10-19,12:30,U01533,C01,south,Sohna Road,28.40751,77.01729,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B015012,2024-10-19,12:00,U02230,C05,north,DLF Phase 3,28.50728,77.08008,subscription,subscription,suv,299.0,299.0,1,completed
B015013,2024-10-19,15:00,U01558,C10,north,Udyog Vihar,28.52,77.09317,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,1,completed
B015014,2024-10-19,16:00,U00418,C07,north,Cyber Hub,28.49517,77.09299,subscription,subscription,sedan,299.0,299.0,1,completed
B015015,2024-10-19,08:30,U01213,C05,north,Udyog Vihar,28.51372,77.10515,subscription,subscription,sedan,299.0,299.0,1,no_show
B015016,2024-10-19,16:30,U00304,C06,north,Golf Course Road,28.42651,77.11713,exterior,exterior|interior_clean|wax_polish,suv,401.0,1051.0,1,completed
B015017,2024-10-19,09:30,U02566,C10,north,Golf Course Road,28.43171,77.11669,subscription,subscription|wax_polish,suv,299.0,699.0,1,completed
B015018,2024-10-19,08:30,U01553,C05,west,Palam Vihar,28.49061,77.05359,subscription,subscription,suv,299.0,299.0,1,completed
B015019,2024-10-19,18:00,U02520,C02,north,Golf Course Road,28.42708,77.10876,subscription,subscription,hatchback,299.0,299.0,1,completed
B015020,2024-10-19,13:30,U01956,C03,west,Palam Vihar,28.53151,77.01875,subscription,subscription|tyre_dressing|engine_bay,suv,299.0,748.0,1,completed
B015021,2024-10-19,18:30,U00359,C01,north,Cyber Hub,28.50089,77.08792,subscription,subscription,hatchback,299.0,299.0,1,completed
B015022,2024-10-19,09:00,U01716,C11,north,Cyber Hub,28.49849,77.09745,subscription,subscription,sedan,299.0,299.0,1,no_show
B015023,2024-10-19,13:30,U02338,C09,west,New Gurgaon,28.41163,76.97546,subscription,subscription,hatchback,299.0,299.0,1,completed
B015024,2024-10-20,08:30,U00995,C06,north,Golf Course Road,28.44613,77.10658,subscription,subscription,sedan,299.0,299.0,1,no_show
B015025,2024-10-20,10:00,U00655,C02,north,Golf Course Road,28.45015,77.09749,exterior,exterior|interior_clean,hatchback,401.0,651.0,1,completed
B015026,2024-10-20,14:00,U00672,C06,west,New Gurgaon,28.40671,76.99408,subscription,subscription,suv,299.0,299.0,1,completed
B015027,2024-10-20,11:30,U01329,C11,south,Manesar,28.35271,76.91978,interior,interior,suv,439.0,439.0,1,completed
B015028,2024-10-20,08:30,U01503,C03,north,Udyog Vihar,28.50066,77.08513,subscription,subscription,sedan,299.0,299.0,1,completed
B015029,2024-10-20,10:00,U02532,C08,north,Udyog Vihar,28.49745,77.07308,exterior,exterior|pet_hair,hatchback,401.0,551.0,1,completed
B015030,2024-10-20,14:00,U02051,C04,north,Udyog Vihar,28.48638,77.08923,subscription,subscription,hatchback,299.0,299.0,1,completed
B015031,2024-10-20,16:30,U02183,C01,south,Sohna Road,28.40315,77.02964,subscription,subscription,sedan,299.0,299.0,1,completed
B015032,2024-10-20,11:30,U00320,C06,north,Golf Course Road,28.45924,77.09666,subscription,subscription,suv,299.0,299.0,1,completed
B015033,2024-10-20,08:00,U00427,C10,south,Manesar,28.35959,76.95117,exterior,exterior|interior_clean,sedan,401.0,651.0,1,completed
B015034,2024-10-20,14:00,U02161,C05,north,DLF Phase 3,28.47716,77.08193,subscription,subscription|interior_clean|pet_hair,suv,299.0,699.0,1,completed
B015035,2024-10-20,08:30,U02155,C11,north,Cyber Hub,28.48658,77.07938,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B015036,2024-10-20,15:30,U00620,C06,south,Manesar,28.37147,76.933,subscription,subscription,sedan,299.0,299.0,1,completed
B015037,2024-10-20,08:30,U00181,C08,south,Sohna Road,28.40789,77.04582,subscription,subscription,sedan,299.0,299.0,1,completed
B015038,2024-10-20,16:30,U01764,C04,north,Golf Course Road,28.41807,77.08478,full_detail,full_detail|wax_polish,suv,1249.0,1649.0,1,completed
B015039,2024-10-20,18:00,U01990,C10,west,New Gurgaon,28.41184,76.96559,exterior,exterior|interior_clean,suv,401.0,651.0,1,completed
B015040,2024-10-20,11:30,U02578,C02,north,Golf Course Road,28.44455,77.10409,subscription,subscription,sedan,299.0,299.0,1,no_show
B015041,2024-10-20,18:30,U00342,C02,north,Golf Course Road,28.46434,77.10727,exterior_plus,exterior_plus|wax_polish,suv,599.0,999.0,1,completed
B015042,2024-10-20,12:30,U01322,C01,north,DLF Phase 3,28.49688,77.10006,exterior,exterior|tyre_dressing,hatchback,401.0,500.0,1,completed
B015043,2024-10-20,14:30,U00037,C08,north,Cyber Hub,28.51032,77.09092,exterior,exterior,sedan,401.0,401.0,1,completed
B015044,2024-10-20,08:30,U00035,C01,south,Sohna Road,28.39782,77.04702,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B015045,2024-10-20,10:00,U00665,C04,north,Golf Course Road,28.44084,77.11791,interior,interior|pet_hair,sedan,439.0,589.0,1,completed
B015046,2024-10-20,09:30,U00450,C09,north,DLF Phase 3,28.49738,77.09618,subscription,subscription|interior_clean|tyre_dressing,sedan,299.0,648.0,1,completed
B015047,2024-10-20,17:00,U00615,C02,west,Palam Vihar,28.49748,77.06382,subscription,subscription,sedan,299.0,299.0,1,completed
B015048,2024-10-20,11:00,U00448,C07,north,Golf Course Road,28.44741,77.09658,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B015049,2024-10-20,15:30,U02353,C06,north,Cyber Hub,28.49154,77.09797,exterior_plus,exterior_plus|interior_clean,hatchback,599.0,849.0,1,completed
B015050,2024-10-20,17:30,U01876,C08,north,Cyber Hub,28.50776,77.08258,exterior_plus,exterior_plus|wax_polish|tyre_dressing,hatchback,599.0,1098.0,1,completed
B015051,2024-10-20,16:00,U01140,C02,north,Golf Course Road,28.43089,77.0921,subscription,subscription,suv,299.0,299.0,1,no_show
B015052,2024-10-20,14:30,U01102,C02,north,DLF Phase 3,28.47599,77.0965,subscription,subscription,sedan,299.0,299.0,1,completed
B015053,2024-10-20,11:00,U02570,C04,north,DLF Phase 3,28.48552,77.06231,exterior,exterior,hatchback,401.0,401.0,1,completed
B015054,2024-10-20,16:00,U00816,C11,north,Cyber Hub,28.49667,77.08638,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,1,completed
B015055,2024-10-20,17:00,U00265,C03,east,Sector 56,28.43079,77.09318,subscription,subscription|interior_clean|engine_bay,hatchback,299.0,899.0,1,completed
B015056,2024-10-20,17:30,U01088,C10,south,Sohna Road,28.41811,77.05072,exterior_plus,exterior_plus|engine_bay,hatchback,599.0,949.0,1,completed
B015057,2024-10-20,15:00,U00072,C10,west,Palam Vihar,28.51886,77.04324,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B015058,2024-10-20,11:30,U01272,C11,south,Sohna Road,28.40078,77.04625,exterior,exterior,sedan,401.0,401.0,1,completed
B015059,2024-10-20,10:00,U02283,C03,north,DLF Phase 3,28.50427,77.10819,subscription,subscription,sedan,299.0,299.0,1,completed
B015060,2024-10-20,18:30,U01897,C04,south,Manesar,28.3502,76.92025,exterior,exterior|interior_clean|tyre_dressing,sedan,401.0,750.0,1,completed
B015061,2024-10-20,09:30,U01889,C04,west,Sector 14,28.46259,77.06184,subscription,subscription,sedan,299.0,299.0,1,completed
B015062,2024-10-20,10:00,U01317,C04,north,DLF Phase 3,28.49543,77.1145,subscription,subscription|wax_polish|tyre_dressing,suv,299.0,798.0,1,completed
B015063,2024-10-20,14:30,U00958,C03,north,Golf Course Road,28.43872,77.09378,exterior,exterior|pet_hair,hatchback,401.0,551.0,1,completed
B015064,2024-10-20,14:00,U00418,C05,north,Cyber Hub,28.49517,77.09299,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B015065,2024-10-20,14:30,U00680,C03,north,Udyog Vihar,28.50095,77.08457,subscription,subscription|wax_polish,sedan,299.0,699.0,1,completed
B015066,2024-10-20,09:30,U02044,C11,north,Udyog Vihar,28.50122,77.06532,subscription,subscription,hatchback,299.0,299.0,1,completed
B015067,2024-10-20,13:00,U00289,C08,west,Palam Vihar,28.48741,77.02528,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B015068,2024-10-20,09:00,U00013,C06,west,New Gurgaon,28.42076,77.00732,exterior_plus,exterior_plus,sedan,599.0,599.0,1,completed
B015069,2024-10-20,10:30,U00904,C10,west,Palam Vihar,28.50071,77.04004,subscription,subscription,hatchback,299.0,299.0,1,completed
B015070,2024-10-20,11:00,U01698,C07,north,Golf Course Road,28.42611,77.07553,exterior,exterior,suv,401.0,401.0,1,completed
B015071,2024-10-20,09:30,U02600,C02,south,Sohna Road,28.39759,77.04765,exterior,exterior|tyre_dressing,sedan,401.0,500.0,1,completed
B015072,2024-10-20,15:00,U02251,C04,east,Sector 56,28.40798,77.09403,exterior,exterior|interior_clean,sedan,401.0,651.0,1,completed
B015073,2024-10-20,17:00,U00761,C03,south,Sohna Road,28.41629,77.06314,exterior,exterior,sedan,401.0,401.0,1,completed
B015074,2024-10-20,09:30,U02112,C08,north,DLF Phase 3,28.49036,77.09028,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B015075,2024-10-20,09:00,U01220,C10,west,Sector 14,28.45937,77.03132,exterior,exterior|interior_clean|engine_bay,sedan,401.0,1001.0,1,completed
B015076,2024-10-20,11:00,U00604,C08,west,Sector 14,28.48314,77.02726,exterior,exterior,suv,401.0,401.0,1,completed
B015077,2024-10-20,10:00,U00838,C02,east,Sector 56,28.4355,77.10661,subscription,subscription,hatchback,299.0,299.0,1,completed
B015078,2024-10-20,09:30,U00555,C04,north,Cyber Hub,28.49141,77.08161,subscription,subscription,hatchback,299.0,299.0,1,completed
B015079,2024-10-20,16:00,U01384,C10,north,Golf Course Road,28.43866,77.08557,subscription,subscription,hatchback,299.0,299.0,1,completed
B015080,2024-10-20,14:30,U02560,C05,east,Sector 56,28.38614,77.11103,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B015081,2024-10-20,10:30,U01084,C10,north,Udyog Vihar,28.49887,77.07839,subscription,subscription|wax_polish,suv,299.0,699.0,1,completed
B015082,2024-10-20,18:00,U00750,C09,north,Cyber Hub,28.50207,77.0884,exterior_plus,exterior_plus|interior_clean,suv,599.0,849.0,1,completed
B015083,2024-10-21,08:30,U01042,C07,north,DLF Phase 3,28.48014,77.08471,subscription,subscription|interior_clean|tyre_dressing,hatchback,299.0,648.0,0,completed
B015084,2024-10-21,10:30,U00067,C05,north,DLF Phase 3,28.49836,77.08677,subscription,subscription|interior_clean|tyre_dressing,sedan,299.0,648.0,0,completed
B015085,2024-10-21,11:00,U01825,C01,north,Golf Course Road,28.42207,77.09558,exterior,exterior,hatchback,349.0,349.0,0,completed
B015086,2024-10-21,14:30,U02306,C11,west,Sector 14,28.46489,77.01716,exterior,exterior|tyre_dressing,hatchback,349.0,448.0,0,completed
B015087,2024-10-21,11:00,U00890,C09,east,Sector 56,28.39747,77.09368,exterior,exterior,sedan,349.0,349.0,0,completed
B015088,2024-10-21,10:30,U01800,C04,west,Sector 14,28.47788,77.03596,exterior,exterior,hatchback,349.0,349.0,0,completed
B015089,2024-10-21,16:30,U01310,C06,north,Golf Course Road,28.44918,77.10106,interior,interior,sedan,399.0,399.0,0,completed
B015090,2024-10-21,10:30,U00752,C10,west,Sector 14,28.48364,77.03713,exterior,exterior,sedan,349.0,349.0,0,completed
B015091,2024-10-21,08:30,U00196,C06,north,DLF Phase 3,28.49195,77.10923,subscription,subscription|interior_clean|wax_polish,suv,299.0,949.0,0,completed
B015092,2024-10-21,12:30,U01792,C09,north,Udyog Vihar,28.50918,77.07718,full_detail,full_detail|interior_clean,sedan,999.0,1249.0,0,completed
B015093,2024-10-21,09:30,U01468,C08,south,Sohna Road,28.4006,77.01769,full_detail,full_detail|wax_polish,sedan,999.0,1399.0,0,completed
B015094,2024-10-21,15:00,U00774,C03,north,Cyber Hub,28.50234,77.08672,subscription,subscription,hatchback,299.0,299.0,0,completed
B015095,2024-10-21,08:30,U00891,C07,east,Sector 56,28.40015,77.11675,exterior,exterior|interior_clean|wax_polish,hatchback,349.0,999.0,0,completed
B015096,2024-10-21,15:00,U02566,C08,north,Golf Course Road,28.43171,77.11669,subscription,subscription|interior_clean|tyre_dressing,suv,299.0,648.0,0,completed
B015097,2024-10-21,09:00,U00389,C07,west,New Gurgaon,28.42565,76.97445,exterior,exterior|interior_clean,sedan,349.0,599.0,0,completed
B015098,2024-10-21,17:00,U00405,C05,north,Golf Course Road,28.44903,77.11326,subscription,subscription|wax_polish|pet_hair,sedan,299.0,849.0,0,completed
B015099,2024-10-21,16:00,U01415,C03,south,Manesar,28.37815,76.93036,subscription,subscription|interior_clean|wax_polish,sedan,299.0,949.0,0,completed
B015100,2024-10-21,17:30,U00686,C05,south,Sohna Road,28.41214,77.04694,exterior,exterior|wax_polish,hatchback,349.0,749.0,0,no_show
B015101,2024-10-21,14:00,U01699,C06,west,Palam Vihar,28.47243,77.04519,exterior,exterior,hatchback,349.0,349.0,0,completed
B015102,2024-10-21,14:00,U01291,C03,north,Cyber Hub,28.50031,77.09025,exterior,exterior|tyre_dressing,hatchback,349.0,448.0,0,completed
B015103,2024-10-21,17:00,U01154,C10,north,Cyber Hub,28.49134,77.09483,full_detail,full_detail,sedan,999.0,,0,completed
B015104,2024-10-21,10:30,U01975,C10,south,Manesar,28.38255,76.92954,subscription,subscription|engine_bay,suv,299.0,649.0,0,completed
B015105,2024-10-21,10:00,U00056,C08,west,Sector 14,28.46563,77.02807,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,0,completed
B015106,2024-10-21,15:00,U00175,C08,west,New Gurgaon,28.43475,76.97078,subscription,subscription,suv,299.0,299.0,0,completed
B015107,2024-10-21,15:00,U02423,C02,north,Golf Course Road,28.46304,77.09943,exterior_plus,exterior_plus|tyre_dressing,suv,499.0,598.0,0,completed
B015108,2024-10-21,10:00,U02398,C01,south,Manesar,28.36157,76.94702,subscription,subscription|wax_polish|tyre_dressing,suv,299.0,798.0,0,completed
B015109,2024-10-21,11:30,U02259,C11,north,Golf Course Road,28.44101,77.12132,interior,interior|interior_clean,sedan,399.0,649.0,0,completed
B015110,2024-10-21,13:00,U01983,C10,south,Manesar,28.35312,76.94592,subscription,subscription|tyre_dressing,suv,299.0,398.0,0,completed
B015111,2024-10-21,15:30,U02348,C04,north,Cyber Hub,28.48844,77.10367,interior,interior,sedan,399.0,399.0,0,completed
B015112,2024-10-21,14:30,U02070,C09,north,Udyog Vihar,28.50567,77.08204,subscription,subscription|wax_polish,hatchback,299.0,699.0,0,completed
B015113,2024-10-21,14:00,U01902,C05,east,Sector 56,28.41533,77.11311,interior,interior,sedan,399.0,399.0,0,completed
B015114,2024-10-21,09:30,U01694,C06,south,Sohna Road,28.41278,77.0268,subscription,subscription,hatchback,299.0,299.0,0,completed
B015115,2024-10-21,14:00,U02346,C11,north,Udyog Vihar,28.50327,77.0712,subscription,subscription,suv,299.0,299.0,0,completed
