booking_id,date,crew_id,customer_id,zone,scheduled_time,arrival_time,late_minutes,duration_minutes,distance_km,water_litres,dirtiness_level,rating,revenue
B017089,2024-12-01,C11,U00868,north,15:00,15:09,9,42,15.07,38.3,2,4,398.0
B017090,2024-12-01,C01,U00863,west,08:00,08:11,11,55,12.29,36.4,1,5,699.0
B017091,2024-12-01,C06,U01296,north,10:00,10:09,10,35,14.1,35.6,2,5,398.0
B017092,2024-12-01,C09,U01053,west,15:00,15:18,19,37,13.26,62.4,2,4,299.0
B017093,2024-12-01,C07,U01146,south,18:00,18:00,0,37,5.96,62.6,4,4,299.0
B017094,2024-12-01,C04,U01652,south,09:00,09:37,37,36,17.65,36.2,2,2,299.0
B017095,2024-12-01,C09,U01861,north,11:30,11:31,1,53,1.24,49.3,3,4,698.0
B017096,2024-12-02,C07,U02455,north,14:30,14:30,0,52,1.23,54.8,3,5,449.0
B017097,2024-12-02,C11,U00879,north,08:30,08:43,14,62,12.78,37.3,2,2,699.0
B017098,2024-12-02,C09,U02385,north,14:00,14:00,0,57,4.84,66.5,2,4,549.0
B017099,2024-12-02,C11,U00303,north,10:30,10:33,3,37,13.52,47.1,2,3,299.0
B017100,2024-12-02,C09,U02318,west,09:30,09:35,5,42,11.38,47.4,1,4,398.0
B017101,2024-12-02,C03,U01023,north,15:30,15:35,5,76,8.44,41.8,2,3,899.0
B017102,2024-12-02,C08,U01882,south,12:30,12:56,27,30,19.61,34.9,2,3,299.0
B017103,2024-12-02,C06,U01547,south,17:30,17:34,5,30,6.14,45.5,2,4,299.0
B017104,2024-12-02,C07,U00305,west,13:00,13:03,3,47,8.35,40.4,2,4,499.0
B017105,2024-12-02,C03,U00631,south,09:30,09:31,1,65,6.49,76.4,3,3,699.0
B017106,2024-12-02,C04,U02356,west,08:30,08:33,3,41,9.03,42.4,2,4,398.0
B017107,2024-12-02,C11,U01956,west,12:30,12:41,12,100,13.7,59.0,2,4,1098.0
B017108,2024-12-02,C10,U00371,west,11:30,11:45,15,44,14.69,45.4,4,4,498.0
B017109,2024-12-02,C11,U01784,north,09:30,09:35,5,57,14.06,71.6,2,4,549.0
B017110,2024-12-02,C11,U00558,north,10:00,10:13,13,37,12.47,35.3,1,2,299.0
B017111,2024-12-02,C07,U01730,north,13:30,13:37,8,42,7.02,50.7,2,3,398.0
B017112,2024-12-02,C10,U00228,north,10:00,10:00,0,49,3.22,53.1,4,5,598.0
B017114,2024-12-02,C01,U00225,south,12:00,12:11,12,30,5.9,51.1,3,5,299.0
B017115,2024-12-02,C09,U01253,west,16:30,16:33,3,43,4.95,46.8,3,3,399.0
B017116,2024-12-02,C06,U00461,south,10:30,10:58,28,35,9.19,40.0,2,3,398.0
B017117,2024-12-02,C10,U01602,north,10:30,10:35,5,88,5.7,47.8,2,3,999.0
B017118,2024-12-02,C03,U02438,north,09:00,09:15,15,71,4.45,62.9,2,3,749.0
B017119,2024-12-02,C07,U01259,north,11:00,11:00,0,62,5.96,33.7,1,4,749.0
B017120,2024-12-02,C07,U01379,west,16:30,16:36,6,92,9.34,85.8,3,4,1149.0
B017121,2024-12-02,C09,U01971,north,13:30,13:30,0,62,3.68,38.3,1,5,699.0
B017122,2024-12-02,C10,U00301,north,11:30,11:30,0,34,3.74,59.3,1,4,299.0
B017123,2024-12-02,C03,U01249,west,15:30,15:43,13,70,11.72,34.6,1,4,799.0
B017124,2024-12-02,C09,U00240,north,15:00,15:00,0,57,3.46,66.7,2,4,599.0
B017125,2024-12-02,C10,U02217,north,16:30,16:34,5,108,4.74,74.6,3,5,1249.0
B017126,2024-12-02,C04,U01127,north,08:00,08:03,4,41,5.0,40.7,1,4,398.0
B017127,2024-12-02,C11,U00192,south,16:30,16:32,2,37,4.21,37.5,1,4,349.0
B017128,2024-12-02,C08,U01582,east,08:00,08:09,9,59,7.79,95.2,4,4,749.0
B017129,2024-12-02,C09,U01598,north,08:30,08:30,0,62,2.05,59.3,2,4,648.0
B017130,2024-12-02,C01,U01983,south,10:00,10:22,22,50,16.67,86.9,3,4,549.0
B017131,2024-12-02,C07,U01373,north,18:30,18:30,1,42,4.24,64.9,2,4,398.0
B017132,2024-12-02,C09,U00130,south,15:00,15:13,13,37,11.02,57.7,2,4,299.0
B017133,2024-12-02,C10,U02398,south,08:00,08:24,24,44,18.35,79.4,4,4,499.0
B017134,2024-12-02,C10,U00104,west,11:30,11:30,0,34,6.29,39.5,1,4,349.0
B017135,2024-12-02,C07,U01098,south,16:00,16:22,23,42,17.89,44.3,2,3,398.0
B017136,2024-12-02,C06,U00911,north,17:00,17:15,15,30,13.93,41.1,2,4,299.0
B017137,2024-12-03,C06,U00175,west,08:30,08:30,0,30,2.4,64.9,3,4,299.0
B017138,2024-12-03,C05,U00623,north,11:30,11:30,0,80,2.31,43.7,3,5,999.0
B017139,2024-12-03,C05,U01805,north,15:00,15:00,0,31,1.43,44.1,2,5,349.0
B017140,2024-12-03,C02,U00420,north,15:30,15:46,16,44,4.05,71.8,3,4,399.0
B017141,2024-12-03,C06,U01984,north,09:30,09:48,19,30,14.86,55.8,3,4,299.0
B017142,2024-12-03,C11,U01700,north,15:30,15:37,7,37,12.54,33.0,1,4,349.0
B017143,2024-12-03,C07,U01071,west,15:00,15:09,10,42,11.17,69.4,3,4,399.0
B017144,2024-12-03,C07,U02099,west,15:00,15:00,0,42,6.48,34.4,1,5,398.0
B017145,2024-12-03,C08,U00314,north,11:30,11:30,0,35,2.14,57.2,3,4,398.0
B017146,2024-12-03,C04,U01199,north,10:30,10:33,3,36,6.67,39.2,2,3,299.0
B017147,2024-12-03,C05,U00056,west,14:30,14:48,19,85,8.02,44.1,3,4,1098.0
B017148,2024-12-03,C08,U00067,north,08:30,08:37,7,55,1.26,86.4,4,3,648.0
B017149,2024-12-03,C11,U00161,west,15:00,15:00,0,57,2.62,77.9,2,5,549.0
B017150,2024-12-03,C03,U00054,north,08:00,08:00,0,45,5.09,43.6,3,4,448.0
B017151,2024-12-03,C09,U01914,north,12:00,12:00,0,37,4.28,60.5,2,4,299.0
B017152,2024-12-03,C05,U02395,north,15:00,15:00,0,31,0.62,47.9,2,4,299.0
B017153,2024-12-03,C02,U02580,north,08:00,08:03,3,69,1.08,59.9,2,4,749.0
B017154,2024-12-03,C09,U01001,north,16:30,16:37,7,82,1.34,67.9,2,4,949.0
B017155,2024-12-03,C10,U01346,west,12:30,12:43,13,54,10.78,33.3,1,3,699.0
B017156,2024-12-03,C10,U00520,north,13:30,13:30,0,34,4.1,46.9,2,5,299.0
B017157,2024-12-03,C01,U02159,north,18:00,18:00,0,70,2.51,33.5,1,5,849.0
B017158,2024-12-03,C11,U01238,north,16:00,16:11,12,62,10.15,47.0,3,4,699.0
B017159,2024-12-03,C02,U01132,north,17:00,17:00,0,38,0.55,44.8,3,4,299.0
B017160,2024-12-03,C01,U01212,north,16:00,16:15,15,39,11.03,40.9,2,5,499.0
B017161,2024-12-03,C09,U01777,north,12:30,12:30,0,68,2.32,40.7,2,5,799.0
B017162,2024-12-03,C06,U00863,west,15:00,15:03,3,55,11.09,68.0,2,4,648.0
B017163,2024-12-03,C01,U02052,south,08:30,09:01,32,30,19.14,49.7,4,4,299.0
B017164,2024-12-03,C10,U01457,north,08:00,08:05,5,39,1.98,66.0,3,5,398.0
B017165,2024-12-03,C06,U00174,west,09:30,09:39,10,50,8.74,67.0,3,3,599.0
B017166,2024-12-03,C11,U02248,north,09:30,09:30,0,37,9.65,50.0,2,5,349.0
B017167,2024-12-03,C07,U01827,west,12:30,12:39,9,42,9.48,62.8,4,4,448.0
B017168,2024-12-03,C11,U00583,north,12:30,12:48,18,130,10.45,60.8,2,3,1399.0
B017169,2024-12-03,C01,U01381,north,10:00,10:18,18,30,9.04,59.3,4,4,299.0
B017170,2024-12-03,C06,U01955,west,10:30,10:33,3,30,14.14,40.9,2,4,299.0
B017171,2024-12-03,C11,U01463,south,16:30,16:30,0,48,3.62,47.9,2,3,499.0
B017172,2024-12-03,C11,U01533,south,18:30,18:30,0,57,1.2,67.3,2,5,549.0
B017173,2024-12-03,C08,U01664,north,08:00,08:13,14,35,3.75,71.3,3,3,398.0
B017174,2024-12-04,C09,U00441,south,08:00,08:11,12,57,10.17,61.9,2,4,649.0
B017175,2024-12-04,C07,U02589,north,15:00,15:00,0,62,1.56,54.3,2,4,699.0
B017176,2024-12-04,C10,U00437,north,12:00,12:03,4,49,1.62,41.9,2,3,449.0
B017177,2024-12-04,C11,U00811,west,08:00,08:16,17,95,13.47,64.2,2,3,999.0
B017178,2024-12-04,C08,U01996,south,11:00,11:24,24,30,10.61,62.2,2,3,299.0
B017179,2024-12-04,C04,U00716,south,09:30,09:30,0,36,17.7,52.9,1,4,299.0
B017180,2024-12-04,C01,U00348,west,10:30,10:30,0,30,8.81,63.6,2,5,349.0
B017181,2024-12-04,C05,U00351,north,12:00,12:00,0,31,0.29,43.7,2,5,299.0
B017182,2024-12-04,C05,U00311,east,09:00,09:03,3,66,5.16,77.2,3,5,699.0
B017183,2024-12-04,C11,U02005,north,09:00,09:20,20,42,11.42,44.5,2,4,398.0
B017184,2024-12-04,C07,U01548,east,10:00,10:00,0,37,0.78,49.2,1,4,299.0
B017185,2024-12-04,C06,U00233,north,08:00,08:18,19,80,14.4,63.4,2,3,1098.0
B017186,2024-12-04,C04,U01952,north,09:30,09:30,0,36,5.62,55.7,3,4,299.0
B017187,2024-12-04,C11,U01242,north,10:30,10:39,10,62,10.21,55.3,2,3,648.0
B017188,2024-12-04,C11,U01140,north,09:30,09:39,9,57,8.86,89.5,3,4,549.0
B017189,2024-12-04,C11,U02032,west,10:30,10:56,26,42,13.7,35.1,2,3,448.0
B017190,2024-12-04,C07,U02138,west,17:30,17:33,4,67,11.02,63.4,2,4,848.0
B017191,2024-12-04,C03,U00173,west,16:30,16:32,2,50,7.93,56.6,2,2,498.0
B017192,2024-12-04,C09,U01837,north,18:30,18:30,1,73,3.14,64.9,4,4,899.0
B017193,2024-12-04,C05,U01743,north,08:00,08:05,6,51,5.64,36.4,2,4,649.0
B017194,2024-12-04,C11,U00634,south,12:30,12:33,3,48,0.09,48.3,1,3,499.0
B017195,2024-12-04,C11,U02153,north,08:00,08:20,21,82,13.49,60.5,2,3,949.0
B017196,2024-12-04,C01,U01510,south,12:00,12:05,5,30,7.96,40.9,1,4,299.0
B017197,2024-12-04,C05,U01200,north,10:30,10:33,4,31,3.6,58.1,2,4,299.0
B017198,2024-12-04,C01,U02537,west,14:30,14:35,5,45,11.43,47.0,3,4,449.0
B017199,2024-12-04,C11,U02203,north,16:30,16:37,7,42,13.26,51.9,2,4,398.0
B017200,2024-12-04,C07,U02513,north,15:00,15:00,0,57,8.51,46.3,3,3,649.0
B017201,2024-12-04,C11,U02395,north,17:30,17:37,7,37,10.56,48.7,1,3,299.0
B017202,2024-12-04,C06,U01106,north,12:00,12:13,13,35,15.51,43.5,2,3,399.0
B017203,2024-12-04,C06,U00487,west,15:30,15:30,0,55,0.28,62.0,2,3,648.0
B017204,2024-12-04,C08,U00426,west,18:00,18:10,10,55,4.19,61.1,1,3,648.0
B017205,2024-12-04,C02,U02208,north,14:00,14:00,0,63,1.23,91.3,3,4,698.0
B017206,2024-12-04,C06,U00206,north,17:30,17:37,7,30,13.88,62.1,4,4,349.0
B017207,2024-12-04,C08,U02575,north,16:00,16:00,0,35,7.27,42.8,2,4,448.0
B017208,2024-12-05,C06,U01415,south,08:30,08:30,0,90,6.27,67.6,2,5,1099.0
B017209,2024-12-05,C09,U02007,south,08:00,08:16,17,103,11.04,62.7,2,4,1249.0
B017210,2024-12-05,C06,U00597,west,11:00,11:00,0,80,1.16,56.2,4,4,1149.0
B017211,2024-12-05,C07,U00332,north,09:30,09:30,0,42,8.42,49.1,2,5,398.0
B017212,2024-12-05,C06,U00225,south,16:00,16:03,4,50,6.44,65.8,2,4,599.0
B017213,2024-12-05,C07,U02104,north,14:30,14:41,11,62,8.44,42.2,2,3,699.0
B017215,2024-12-05,C06,U01805,north,09:30,09:30,0,30,11.56,46.6,2,4,299.0
B017216,2024-12-05,C05,U01218,north,16:30,16:30,1,51,6.49,63.1,3,4,549.0
B017217,2024-12-05,C06,U02234,north,09:30,09:50,20,35,13.41,48.4,3,4,398.0
B017218,2024-12-05,C01,U00193,north,09:30,09:37,8,30,1.66,40.0,2,4,299.0
B017219,2024-12-05,C06,U00396,north,10:30,10:30,0,35,12.64,63.0,2,5,399.0
B017220,2024-12-05,C11,U02460,north,16:30,16:37,7,37,11.51,62.4,2,4,299.0
B017221,2024-12-05,C08,U01107,north,11:30,11:41,11,35,5.11,40.9,2,3,398.0
B017222,2024-12-05,C08,U02570,north,15:30,15:30,0,50,1.57,62.6,2,4,549.0
B017223,2024-12-05,C05,U00102,east,14:00,14:05,6,36,4.54,61.1,2,4,398.0
B017224,2024-12-05,C01,U00031,east,08:00,08:09,10,55,3.52,49.3,2,4,749.0
B017225,2024-12-05,C06,U00504,north,16:00,16:21,21,35,16.31,60.9,2,3,448.0
B017226,2024-12-05,C02,U01621,north,10:00,10:00,0,79,2.67,60.8,4,5,998.0
B017227,2024-12-05,C09,U00704,south,13:00,13:01,2,48,9.78,72.6,3,5,498.0
B017228,2024-12-05,C08,U00815,west,12:00,12:00,0,75,5.92,96.8,4,4,949.0
B017229,2024-12-05,C10,U00983,west,17:00,17:08,9,69,12.19,58.2,2,4,848.0
B017230,2024-12-05,C06,U00316,west,15:00,15:00,0,55,8.82,63.2,2,3,648.0
B017231,2024-12-05,C05,U01305,west,12:30,12:45,15,51,10.55,55.4,1,4,549.0
B017232,2024-12-05,C08,U00724,west,16:00,16:00,0,55,4.93,66.5,3,3,699.0
B017233,2024-12-05,C11,U02308,north,16:00,16:11,11,37,12.64,34.4,1,4,299.0
B017234,2024-12-05,C05,U00210,north,11:30,11:30,0,61,4.76,48.4,1,5,748.0
B017235,2024-12-05,C05,U02016,north,08:00,08:11,12,31,6.93,39.9,2,4,299.0
B017236,2024-12-05,C09,U00655,north,15:00,15:00,0,48,3.29,49.9,4,4,499.0
B017237,2024-12-05,C10,U00302,east,15:00,15:00,0,59,6.48,76.3,3,4,749.0
B017238,2024-12-05,C01,U01547,south,16:00,16:12,13,35,15.55,43.8,1,4,448.0
B017239,2024-12-05,C04,U01449,west,08:00,08:00,0,56,7.36,60.8,1,4,549.0
B017240,2024-12-05,C05,U01486,north,11:00,11:00,0,51,6.04,65.1,1,5,549.0
B017241,2024-12-05,C06,U01199,north,14:30,14:50,21,35,14.29,39.3,2,3,448.0
B017242,2024-12-05,C07,U02328,north,10:00,10:01,1,57,5.24,60.9,2,3,649.0
B017243,2024-12-05,C06,U00267,north,16:30,16:53,24,78,13.01,45.9,2,4,999.0
B017244,2024-12-05,C07,U01576,north,11:00,11:05,5,37,8.8,44.7,2,4,299.0
B017245,2024-12-05,C01,U00264,north,11:00,11:00,0,75,9.2,76.7,3,5,949.0
B017246,2024-12-06,C08,U02382,north,11:00,11:07,7,35,0.84,52.4,2,4,398.0
B017247,2024-12-06,C08,U01769,north,13:00,13:00,0,103,1.11,32.9,1,4,1399.0
B017248,2024-12-06,C11,U01969,north,15:00,15:01,2,62,9.55,50.9,3,5,798.0
B017249,2024-12-06,C01,U01035,north,10:30,10:35,6,35,10.43,32.0,1,4,398.0
B017250,2024-12-06,C11,U01800,west,14:30,14:30,0,67,8.25,39.3,2,4,798.0
B017251,2024-12-06,C01,U00604,west,12:30,12:50,21,60,10.68,61.4,2,3,848.0
B017252,2024-12-06,C01,U00705,north,11:30,11:43,14,39,11.52,60.3,2,4,498.0
B017253,2024-12-06,C03,U00305,west,15:30,15:37,8,85,8.0,69.4,3,4,949.0
B017254,2024-12-06,C10,U00442,west,09:00,09:00,0,34,6.55,57.0,3,4,299.0
B017255,2024-12-06,C11,U01041,north,09:30,09:39,9,47,15.19,58.3,2,3,498.0
B017256,2024-12-06,C11,U02283,north,10:30,10:37,7,57,14.63,64.8,2,4,549.0
B017257,2024-12-06,C11,U00350,west,09:30,09:43,13,62,8.59,88.0,3,4,648.0
B017258,2024-12-06,C01,U00024,north,10:30,10:31,1,30,4.02,37.9,1,4,349.0
B017259,2024-12-06,C02,U00575,west,08:00,08:00,0,58,8.68,79.4,4,4,549.0
B017260,2024-12-06,C06,U01316,north,11:00,11:15,15,30,11.46,51.3,1,3,299.0
B017261,2024-12-06,C09,U00576,north,14:00,14:00,0,37,0.81,50.3,2,5,349.0
B017262,2024-12-06,C04,U00144,north,08:30,08:30,0,82,2.48,89.2,3,4,898.0
B017263,2024-12-06,C06,U01592,west,16:00,16:00,0,70,2.44,82.1,4,4,798.0
B017264,2024-12-06,C08,U01016,west,14:30,14:33,3,55,5.67,49.3,2,3,699.0
B017265,2024-12-06,C11,U01413,north,14:30,14:48,19,37,11.95,40.4,2,4,299.0
B017266,2024-12-06,C05,U01508,east,11:00,11:09,10,56,2.29,53.5,2,4,648.0
B017267,2024-12-06,C03,U00082,west,16:00,16:00,0,40,6.27,46.4,2,3,299.0
B017268,2024-12-06,C04,U00587,north,09:30,09:41,12,41,6.21,54.2,2,3,398.0
B017269,2024-12-06,C02,U01082,south,13:30,13:54,24,44,13.5,58.0,2,3,399.0
B017270,2024-12-06,C11,U01452,south,09:00,09:00,0,48,4.43,49.0,2,4,499.0
B017271,2024-12-06,C11,U01747,north,18:00,18:12,13,82,12.48,50.4,3,4,998.0
B017272,2024-12-06,C02,U02104,north,13:00,13:00,0,38,1.8,43.7,3,4,299.0
B017273,2024-12-06,C10,U00228,north,09:00,09:00,0,39,3.22,48.2,4,5,398.0
B017274,2024-12-06,C01,U01626,north,10:30,10:54,25,35,9.37,30.8,1,4,398.0
B017275,2024-12-06,C06,U00264,north,10:00,10:20,20,55,12.66,59.2,1,4,648.0
B017276,2024-12-06,C11,U00585,south,10:30,10:30,0,82,4.71,71.7,4,4,999.0
B017277,2024-12-06,C07,U01663,east,18:00,18:00,0,82,3.1,35.3,1,5,949.0
B017278,2024-12-06,C11,U02482,west,15:30,15:46,17,72,12.45,87.4,3,3,699.0
B017279,2024-12-06,C07,U01457,north,09:00,09:15,15,42,4.38,57.5,1,4,398.0
B017280,2024-12-06,C02,U01733,north,17:30,17:30,0,98,5.14,47.5,2,5,999.0
B017281,2024-12-06,C02,U01450,north,13:00,13:05,6,38,6.67,73.6,4,5,299.0
B017282,2024-12-06,C11,U00273,north,18:30,18:37,7,37,10.03,54.7,3,4,349.0
B017283,2024-12-06,C10,U00364,east,11:00,11:07,7,69,3.45,58.1,2,4,848.0
B017284,2024-12-06,C07,U00132,north,14:30,14:31,2,52,2.08,49.5,4,4,598.0
B017286,2024-12-06,C01,U00221,north,10:30,10:30,0,50,3.49,51.9,1,5,549.0
B017287,2024-12-06,C04,U00754,north,09:30,09:30,0,36,1.93,56.9,4,3,299.0
B017288,2024-12-06,C07,U02179,east,10:00,10:16,17,57,2.67,62.1,3,4,599.0
B017289,2024-12-06,C07,U01750,west,09:30,09:48,18,37,9.76,54.0,3,4,349.0
B017290,2024-12-06,C02,U02363,west,16:30,16:30,0,38,6.77,50.7,1,5,299.0
B017291,2024-12-06,C11,U01639,north,13:30,13:31,2,82,12.01,57.6,3,4,999.0
B017292,2024-12-06,C11,U01274,east,11:30,11:30,0,63,6.71,55.0,3,5,649.0
B017294,2024-12-06,C07,U02504,north,15:00,15:01,2,57,7.54,57.0,1,4,549.0
B017295,2024-12-06,C06,U02235,south,09:00,09:00,0,65,5.5,60.1,2,4,749.0
B017296,2024-12-07,C05,U00905,north,13:30,13:30,0,51,0.43,52.1,1,5,549.0
B017297,2024-12-07,C08,U00762,east,09:30,09:30,0,35,6.16,70.8,3,4,500.0
B017298,2024-12-07,C06,U00072,west,16:00,16:04,5,30,13.17,59.8,2,4,299.0
B017299,2024-12-07,C09,U01730,north,08:00,08:03,3,37,2.31,52.9,3,4,299.0
B017300,2024-12-07,C06,U00642,south,15:00,15:13,13,78,5.38,66.1,2,4,1249.0
B017301,2024-12-07,C09,U00762,east,11:00,11:00,0,37,4.51,76.9,4,4,299.0
B017302,2024-12-07,C07,U02051,north,09:00,09:03,3,37,5.65,47.0,3,4,299.0
B017303,2024-12-07,C07,U02177,west,12:30,12:50,21,52,9.54,61.5,2,3,449.0
B017304,2024-12-07,C08,U00312,south,09:00,09:07,8,30,9.35,71.6,3,3,401.0
B017305,2024-12-07,C08,U00336,west,10:30,10:33,4,30,5.24,77.7,4,4,299.0
B017306,2024-12-07,C08,U00051,north,09:00,09:01,2,30,1.26,50.8,2,3,401.0
B017307,2024-12-07,C03,U02393,west,17:30,17:30,0,45,8.49,66.0,4,4,398.0
B017308,2024-12-07,C11,U00982,north,08:30,08:39,10,37,8.38,48.1,2,5,299.0
B017309,2024-12-07,C08,U01932,west,18:00,18:00,0,30,6.66,75.7,3,4,401.0
B017310,2024-12-07,C09,U00174,west,08:00,08:00,0,57,4.59,58.6,3,3,549.0
B017311,2024-12-07,C05,U02329,north,15:00,15:00,0,31,5.14,44.0,2,5,401.0
B017312,2024-12-07,C08,U02086,north,18:30,18:30,0,30,3.05,48.9,2,4,299.0
B017314,2024-12-07,C02,U00765,west,14:30,14:30,0,114,8.5,60.4,1,4,1599.0
B017315,2024-12-07,C01,U02551,north,10:30,10:48,18,30,8.1,68.3,3,3,299.0
B017316,2024-12-07,C06,U00141,north,12:30,12:50,21,30,16.09,56.1,2,3,401.0
B017317,2024-12-07,C05,U00289,west,16:00,16:00,0,36,9.23,49.9,2,4,398.0
B017318,2024-12-07,C01,U00985,north,10:00,10:13,13,30,3.46,59.2,2,5,299.0
B017319,2024-12-07,C10,U01162,north,12:00,12:00,0,59,3.47,60.9,2,4,689.0
B017320,2024-12-07,C08,U00222,west,14:00,14:00,0,118,6.56,69.4,3,3,1799.0
B017321,2024-12-07,C09,U01363,west,17:30,17:40,10,62,7.18,73.2,2,3,648.0
B017322,2024-12-07,C09,U00897,north,15:30,15:30,0,57,7.75,34.8,1,4,650.0
B017323,2024-12-07,C10,U01001,north,10:00,10:00,0,39,1.56,51.1,2,4,398.0
B017324,2024-12-07,C06,U02218,north,10:30,10:39,10,35,12.34,57.3,3,4,439.0
B017325,2024-12-07,C05,U00617,north,08:00,08:00,0,60,4.33,69.6,2,3,849.0
B017326,2024-12-07,C10,U02205,south,08:00,08:13,14,34,8.72,69.4,3,4,299.0
B017327,2024-12-07,C10,U00027,north,17:00,17:00,0,44,2.34,51.1,2,4,538.0
B017328,2024-12-07,C04,U00334,north,10:30,10:30,0,41,3.24,46.8,3,4,398.0
B017329,2024-12-07,C10,U00793,east,11:30,11:37,7,39,3.86,43.0,1,4,398.0
B017330,2024-12-07,C05,U00007,north,09:00,09:00,0,31,0.48,36.1,2,5,299.0
B017331,2024-12-07,C06,U01153,west,10:30,10:30,0,30,1.24,38.5,1,4,299.0
B017332,2024-12-07,C08,U00151,north,08:30,08:50,20,55,8.84,28.6,1,3,699.0
B017333,2024-12-07,C02,U01052,north,15:30,15:30,0,44,2.47,66.1,3,4,439.0
B017334,2024-12-07,C11,U01458,north,12:00,12:13,14,57,14.18,77.7,2,3,549.0
B017335,2024-12-07,C06,U01632,west,14:30,14:30,0,45,1.18,33.8,1,5,551.0
B017336,2024-12-07,C07,U00257,north,11:00,11:15,15,47,10.08,40.6,2,4,599.0
B017337,2024-12-07,C06,U00409,west,12:00,12:11,12,60,13.72,47.9,2,3,839.0
B017338,2024-12-07,C04,U01846,north,08:00,08:15,15,61,5.22,91.7,3,3,648.0
B017339,2024-12-07,C01,U01235,north,08:00,08:05,6,55,9.58,85.4,3,5,750.0
B017340,2024-12-07,C01,U00504,north,13:30,13:46,16,30,11.97,50.6,1,3,401.0
B017341,2024-12-07,C11,U02595,north,11:30,11:43,14,78,13.14,38.5,2,4,1098.0
B017342,2024-12-07,C07,U01659,west,17:30,17:44,14,57,11.97,62.3,1,3,549.0
B017343,2024-12-07,C01,U02216,north,10:00,10:00,0,39,5.66,65.5,2,4,599.0
B017344,2024-12-07,C10,U01486,north,12:30,12:43,13,34,3.78,42.8,1,4,299.0
B017345,2024-12-07,C10,U00201,north,09:00,09:03,4,54,2.56,84.4,4,3,549.0
B017346,2024-12-07,C03,U01985,north,12:00,12:00,0,40,8.25,43.4,2,4,299.0
B017347,2024-12-07,C10,U01118,west,08:00,08:00,0,44,6.56,48.2,1,4,538.0
B017348,2024-12-07,C03,U00905,north,14:30,14:30,0,60,1.31,53.2,2,4,651.0
B017349,2024-12-07,C01,U02035,east,11:30,11:30,0,35,1.39,80.1,4,5,500.0
B017350,2024-12-07,C07,U00157,north,11:30,11:46,17,57,7.68,73.3,3,3,651.0
B017351,2024-12-07,C03,U01587,south,14:30,14:37,8,127,6.56,41.7,2,4,1649.0
B017352,2024-12-07,C04,U00330,east,08:00,08:00,0,56,2.96,60.8,3,4,549.0
B017353,2024-12-07,C09,U00757,north,15:30,15:30,0,42,1.43,69.6,3,5,500.0
B017354,2024-12-07,C04,U02038,west,10:30,10:30,0,36,6.96,48.1,2,3,401.0
B017355,2024-12-07,C02,U01587,south,11:30,11:43,14,38,11.74,37.6,2,4,299.0
B017357,2024-12-07,C06,U01140,north,13:30,13:54,25,55,11.18,79.8,2,4,648.0
B017358,2024-12-07,C02,U00600,west,17:00,17:11,12,38,14.03,43.2,2,3,299.0
B017359,2024-12-07,C03,U00814,north,13:30,13:30,0,60,1.37,61.5,2,4,549.0
B017360,2024-12-07,C10,U01970,west,08:30,08:30,0,88,5.1,40.8,3,5,1249.0
B017361,2024-12-07,C10,U02239,west,09:00,09:26,26,39,14.98,46.1,2,2,500.0
B017362,2024-12-07,C10,U01735,north,18:30,18:30,0,59,1.85,58.4,3,4,648.0
B017363,2024-12-07,C05,U01588,north,09:30,09:33,3,36,5.39,40.1,1,4,398.0
B017364,2024-12-07,C10,U01235,north,17:30,17:30,0,64,4.11,71.9,3,4,900.0
B017365,2024-12-07,C02,U00382,north,10:00,10:00,0,38,5.2,40.7,2,4,401.0
B017366,2024-12-07,C06,U02414,north,13:00,13:07,7,35,13.6,50.9,1,4,439.0
B017367,2024-12-08,C06,U00420,north,12:00,12:00,0,30,14.04,56.4,2,5,401.0
B017368,2024-12-08,C07,U01435,north,16:30,16:30,0,67,8.31,56.3,3,5,798.0
B017369,2024-12-08,C03,U02216,north,18:30,18:30,0,50,2.31,62.8,3,4,538.0
B017370,2024-12-08,C04,U01126,north,10:00,10:11,12,81,5.21,80.2,2,4,949.0
B017371,2024-12-08,C03,U02594,north,17:30,17:45,15,40,7.51,57.9,2,4,299.0
B017372,2024-12-08,C11,U00171,south,16:00,16:00,0,77,3.73,43.9,3,4,951.0
B017373,2024-12-08,C03,U01971,north,11:30,11:48,19,85,6.18,60.1,2,3,949.0
B017375,2024-12-08,C03,U00870,south,17:00,17:00,1,40,7.81,56.2,3,3,299.0
B017376,2024-12-08,C08,U01542,north,10:00,10:00,0,35,1.75,71.1,3,3,439.0
B017377,2024-12-08,C11,U02599,south,16:30,16:30,0,42,4.83,35.3,2,4,500.0
B017378,2024-12-08,C06,U00351,north,16:00,16:00,0,30,13.24,47.5,2,4,299.0
B017379,2024-12-08,C02,U01108,west,14:00,14:00,0,68,6.41,59.9,3,5,798.0
B017380,2024-12-08,C08,U00636,west,08:30,08:54,25,75,6.74,49.3,2,3,1049.0
B017381,2024-12-08,C04,U01482,north,09:30,09:30,0,67,4.36,57.7,2,3,839.0
B017382,2024-12-08,C09,U00787,east,18:00,18:00,1,37,5.68,69.6,3,5,299.0
B017383,2024-12-08,C09,U00726,south,12:00,12:33,34,57,20.14,48.8,2,3,649.0
B017384,2024-12-08,C07,U00720,west,16:30,16:30,0,37,11.13,41.2,2,4,299.0
